document;left context;formula;;;unique;count
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Так они, что вчера, напились? 	 Не то слово. Стучит в дверь, я открываю, а на меня падает тело, представляешь? 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;постучал, а сам слинял. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Сейчас проснулся, я у него спрашиваю, как мол, футбол, какой счет, а он не помнит ни хрена.  	 Как это они так с ящика пива упились? 	 Да не пиво они пили, или с пивом пили, я ж своего знаю. 	 ;да ладно;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Непьющий. Развелась бы давно. Входит Чубасов. 	 Явление Христа народу. 	 ;спасибо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Привет девчата.  	 Похмелиться? 	 ;всегда за;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Похмелиться? 	 Всегда за!  	 ;а то;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Только я за хлебом. Настя ставит на прилавок открытую бутылку пива. 	 ;на вот;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Аптеку открываем. 	 Ветеринарную. 	 А чего ветеринарную? 	 Да потому что пьете как свиньи. 	 ;ясно;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;От ящика еще 7 бутылок осталось, пошли покажу. 	 Не надо мне. Проверяльщицу нашел. 	 Да и что мы с ящика пива нажрались бы? 	 ;а черт вас знает;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Не надо мне. Проверяльщицу нашел. 	 Да и что мы с ящика пива нажрались бы? 	 А черт вас знает. ;ладно;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Сколько? 	 Пятьдесят. 	 Держи. Еще забегу. 	 ;угу;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Настя уходит. 	 Чего это она? 	 ;чего-чего;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Нажрались вчера? 	 Да не пили мы. Пиво только. И то бутылки по четыре. 	 ;так;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Говорю же - не пили. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Ети. 	 Кого? 	 Ети. Снежного человека. 	 ;тьфу ты;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;11.	Люська. Скрипят двери. Шаркают сапоги. 	 ;привет;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Скрипят двери. Шаркают сапоги. 	 Привет, Сереженька. 	 ;привет;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;вчера, что зайти к тебе надо. 	 ;да;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да. Заявление надо написать. 	 ;ах;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Очень долгая тишина. 	 Где? 	 Что где? 	 Труп где? 	 ;ой;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Где? 	 Что где? 	 Труп где? 	 Ой, ;господи;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Лид, а Сережа тебе часто подарки на новый год дарит? 	Ф. (после паузы) Вообще-то нет. 	Б. ;ой;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Сережка у меня заботливый. 	Б. Люсеньке видала чё? 	Ф. ;ага;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Ой, не дождусь! 	Ф. В сенях, холодильник забит под завязку. 	Б. ;хорошо-хорошо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Ф. В сенях, холодильник забит под завязку. 	Б. Хорошо-хорошо. ;все хорошо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;В сенях, холодильник забит под завязку. 	Б. Хорошо-хорошо. Все хорошо. ;ой;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Женщины смеются. 	Ф. Да отстань ты, молодуха. 	Б. ;я рада;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Ф. Все рады. ;слава богу;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Сергея нет еще? 	Б. ;нет;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;представляете? 	Б. ;и хорошо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;В новый год мечты сбываются. 	Ф. ;давай;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Пучит-пучит, ничего не будет, пусть желудочек поработает. (Валюнику) Вкусно, зайчик? Вкусно. 	Ф. ;так;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Ничего деточка, я сама. Лидия Федоровна уходит. 	 Платок понравился? 	Б. ;спрашиваешь;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Лидия Федоровна уходит. 	 Платок понравился? 	Б. Спрашиваешь! ;конечно;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Люська и Ольга Борисовна обнимаются. Входит Сергей. 	 ;ой;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Дай я тебя обниму. Люська и Ольга Борисовна обнимаются. Входит Сергей. 	 Ой, ;привет;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Б. Почему не ела, ела, только моченые. 	 Не моченые, а маринованные. 	Б. ;ай;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Почему не ела, ела, только моченые. 	 Не моченые, а маринованные. 	Б. Ай, ;ну вас;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да и я бы не отказалась. 	 Сергею! В коллекцию… 	 В какую? 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;На стол несите, чего беречь. 	Ф. (из другой комнаты) Борисовна, помоги мне стол немного передвинуть. 	Б. ;ага;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Ольга Борисовна выходит. Люська целует Сергея. 	 ;ты чего;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Люська целует Сергея. 	 Ты чего? 	 ;так;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Сергей смотрит в глаза Люське. Часто целует ее в щеки. 	 ;ты чего;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Часто целует ее в щеки. 	 Ты чего? 	 ;так;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Люська еще раз целует Сергея, выходит. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Садится на стул, снимает сапоги. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Сергей в одном сапоге бросается к Валюнику. Валюник снова что-то бубнит. 	 Заговорил! Заговорил. ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Вбегают женщины. 	 Господи, солнце ты мое, заговорил! 	 Заговорил! 	Ф. ;слава богу;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Заговорил! 	Ф. Слава Богу! 	Б. ;а что;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Маш! Машка! Из подсобки выходит Машка поправляя рабочий халат. 	 О! ;привет;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Из подсобки выходит Машка поправляя рабочий халат. 	 О! Привет. Приехали? 	 ;да;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;приехали. 	 Ну как там в райцентре-то, как брат? 	 Нормально. 	 Отдохнули небось?  	 ;ага;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;А я товар пересчитывала… принимала в общем. 	 ;ясно;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Чего дать? 	 Риса дай. 	 ;угу;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Риса дай. 	 Угу… ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Сколько там? 	 Шестьдесят пять. 	 ;ага;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Настя кладет деньги на прилавок. Собирается уходить. 	 Насть, плакала что ли? 	 ;с чего это;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Собирается уходить. 	 Насть, плакала что ли? 	 С чего это? 	 Видно. 	 ;а;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Видно. 	 А… ;нет;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;ладно пойду я. 	 подожди. Машка выходит в подсобку, через несколько секунд возвращается. 	 ;извини;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да вроде ничего. Я сама. Сама чего-то, мысли всякие… 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Я сама. Сама чего-то, мысли всякие… 	 Ну, смотри сама. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Я сама. Сама чего-то, мысли всякие… 	 Ну, смотри сама. 	 Ну, ;давай;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Маш… я его разлюбила что ли?..  	 ;ты чего;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;То и говорю. Разлюбила я его. 	 ;успокойся;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;В голову тебе надуло, забудь. 	 ;ага;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Настя снова идет к выходу. Останавливается. 	 ;нет;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Настя снова идет к выходу. Останавливается. 	 Нет, Машка, разлюбила я его… Просто себе боюсь еще признаться. 	 ;да;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Иди домой лучше, да обними его покрепче.  	 У меня обида какая-то, понимаешь? 	 Да какая же обида может быть? 	 Никакая…  	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;У меня обида какая-то, понимаешь? 	 Да какая же обида может быть? 	 Никакая…  	 ну, ;вот и все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Подохните в своей деревне. Что вы тут видите? Ты на море когда последний раз была? 	 Не была. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Ты на море когда последний раз была? 	 Не была. 	 ну, вот! 	 ;а что;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Не появляются, Машка. Не появляются. Детей хочу, хочу детей, а нету, понимаешь, не могу, ничего не могу... 	 ;ой;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Это жизнь, ласточка… 	 И не я не могу… это он не может, Машенька… 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Это жизнь, ласточка… 	 И не я не могу… это он не может, Машенька… 	 ну, ;все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Мы ж в центр ездили, обследоваться, не к брату вовсе. Меня на операцию хотели, потом какие-то анализы, потом ждали, потом говорят со мной все нормально, а Ванька не может. Я говорю в Москву надо, а он все боится. Оно в Москве-то… 	 ;сейчас;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Вылечили бы. Клиник много, и частные и вообще. Может все б сделали, а он…  	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Тебе его сейчас поддержать надо, а ты раскисла. 	 Да куда я, если руки опускаются. Ничего от него не хочу. Прикасаться к нему не могу… 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Соберись, девочка моя. Сейчас это так важно для вас двоих, поэтому держись, а я всегда рядом буду. Машка обнимает Настю.  Настя плачет.  	 ;спасибо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Снова скрипят половицы. 	 Я ждала тебя. 	 Я пришел. Как и обещал. 	 ;спасибо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Тишина. 	 Как ты? Тишина. 	 Валюнька заговорил. 	 ;нет;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Не заговорил. Тишина. 	 Там постоянно холодно… Тебе не страшно? 	 ;нет;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Люська медленно берет Колю за руку. 	 Холодная. 	 Теплая. Тишина. 	 ;прости;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Все в прошлом. 	 Ты простил? 	 Все в прошлом. 	 Ты скучаешь? 	 ;да;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Ты простил? 	 Все в прошлом. 	 Ты скучаешь? 	 Да. 	 ;да;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да. Да. ;да;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Ко мне. В свинарнике на заборе часто сижу… снежинки ловлю. Тишина. 	 ;прости;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Я всегда с вами. Тишина. 	 Вы молодцы. Сергей вот тоже…  	 ;не надо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Тишина. 	 Вы молодцы. Сергей вот тоже…  	 Не надо. 	 ;прости;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Вы молодцы. Сергей вот тоже…  	 Не надо. 	 Прости. 	 ;ничего;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Я от отчаяния ему все рассказала, а он принял… принял Сергей меня… Все как есть принял. Тишина. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;принял Сергей меня… Все как есть принял. Тишина. 	 ну, ;все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да это я так. Лидия Федоровна достает платок, протягивает его Люське. 	Ф. Глаза вытри… ;ничего;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Лидия Федоровна достает платок, протягивает его Люське. 	Ф. Глаза вытри… Ничего, ;ничего;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Ф. Глаза вытри… Ничего, ничего, все уладится. 	 ;спасибо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Лидия Федоровна обнимает Люську. 	Ф. ;все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Лидия Федоровна обнимает Люську. 	Ф. Все, доченька, ;все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Люська вытирает слезы, садится. 	 Я не буду. Я выдержу. 	Ф. ;вот и ладушки;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Воет ветер. Светит фонарь. Гнутся голые деревья. 	 Вань, ;привет;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Светит фонарь. Гнутся голые деревья. 	 Вань, привет! 	 ;привет;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Светит фонарь. Гнутся голые деревья. 	 Вань, привет! 	 Привет. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Не май месяц. 	 Прям пальцы отваливаются. 	 ;угу;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;блин, морозище. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Слушай, Вань… 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Вань… 	 Ну… ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Ну? 	 Давай на мировую, ;а;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Давай на мировую, а? Прости ты меня. Сглупил, пьяный был…  	 Да забыли. 	 ;прости;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Нормально все. Главное, что ты пришел. 	 Да я места себе не нахожу… блин глупо как, ;а;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;блин глупо как, а? 	 Глупо. 	 Блин, три месяца, а? В одной деревне живем и… 	 ;ладно тебе;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Блин, три месяца, а? В одной деревне живем и… 	 Ладно тебе. Нормально все. 	 ;прости;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;понимаешь? 	 Серега, ;да ладно;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Серега, да ладно, ;все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;все говорю, чего ты как маленький. 	 ;все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;чего ты как маленький. 	 Все. ;хорошо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Все. Хорошо. ;спасибо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;А то я переживаю, места все не нахожу… Сергей обнимает Ивана. Иван как бы с неохотой, но потом с братской силой обнимает Сергея. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;А то я переживаю, места все не нахожу… Сергей обнимает Ивана. Иван как бы с неохотой, но потом с братской силой обнимает Сергея. 	 ну, ;все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Сергей обнимает Ивана. Иван как бы с неохотой, но потом с братской силой обнимает Сергея. 	 ну, все. Хорош. 	 ;да-да;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Хорош. 	 Да-да, ;все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да-да, все, ;хорошо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да все нормально. Ты как? 	 ;хорошо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да нормально все, говорю же! 	 ;извини;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да нормально же говорю. 	 И мы нормально. Ты знаешь, все хорошо. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да нормально же говорю. 	 И мы нормально. Ты знаешь, все хорошо. 	 ну, ;хорошо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;И мы нормально. Ты знаешь, все хорошо. 	 ну, хорошо, что хорошо. 	 ;хорошо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;И мы нормально. Ты знаешь, все хорошо. 	 ну, хорошо, что хорошо. 	 Хорошо, ;да;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Хорошо, да, ;хорошо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;опять не в себе? Нервный какой-то? 	 ;да нет;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да я нормально. Хорошо. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Ты себя в зеркало видел? 	 Да я нормально. Хорошо. 	 ну, ;ладно;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да я нормально. Хорошо. 	 ну, ладно… ;давай;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;давай, побегу я. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;побегу я. 	 ну, ;давай;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;беги. Извини еще раз. 	 ;ага;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;останавливается. 	 Серега. 	 ;а;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Дай закурить, не могу я уже эти тонкие… 	 Да на. Сергей идет навстречу Ивану, достает сигареты, зажигалку, прикуривает Ивану. 	 ;спасибо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Дай закурить, не могу я уже эти тонкие… 	 Да на. Сергей идет навстречу Ивану, достает сигареты, зажигалку, прикуривает Ивану. 	 спасибо. 	 ;да не за что;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;если я с Настей разойдусь, это нормально?.. 	 ;чего;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;это нормально?.. 	 Чего… ;ты что;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;ты что? Тишина. 	 ;да я так;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Блядь! Блядь! Сергей резко вскакивает, подлетает к Ивану и начинает обнимать его. 	 ;прости;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Блядь! Блядь! Сергей резко вскакивает, подлетает к Ивану и начинает обнимать его. 	 Прости, ;прости;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Люська. Тикают ходики. Скрипят половицы. Ветер гудит в печной трубе. 	 ;здравствуй;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Тикают ходики. Скрипят половицы. Ветер гудит в печной трубе. 	 Здравствуй. 	 ;здравствуй;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Скрипят половицы. Ветер гудит в печной трубе. 	 Здравствуй. 	 Здравствуй. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Здравствуй. 	 ну, ;как дела;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;наверное, все видишь. 	 ;нет;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Не все. Иногда я закрываю глаза. Тишина. 	 Долгая зима в этом году. 	 ;да;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Хочется лета. 	 Тепла. 	 ;да;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Мне тяжело. Меня все это съедает. 	 Я вижу, пройдет… Сильно поел? 	 ;нет;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;И ты решила себя заживо свиньям скормить? Бред. Тишина. 	 Я хотела понять… 	 ;все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Тишина. 	 Я хотела понять… 	 Все. Не будем об этом. 	 ;хорошо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Тишина. 	 Я фотографии нашла. Их так мало… 	 Их могло и совсем не быть. 	 ;да;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Коля и Люська улыбаются. 	 Почти как у меня… и усы смешные такие. 	 Это мода… 	 ;да;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Тишина. 	 А Валюнька тебя видит? 	 ;нет;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;У него теперь другой отец. Тишина. 	 может быть, приходил бы к нему иногда? 	 Я итак с ним. 	 ;да;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Тишина. 	 может быть, приходил бы к нему иногда? 	 Я итак с ним. 	 Да, ;извини;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;И мне. 	 Но ведь это не так? 	 Я не знаю. 	 Тогда пусть это будет сон. 	 ;тогда пусть;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Я с ним говорила.  Люська оглядывается. 	 Коля, покажись ему… Коля… 	 ;так;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;покажись, не бойся. 	 ;хватит;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Сядь. 	 Не хочу. 	 Я сказал - сядь! Сергей хватает Люську за руку и силой усаживает в кресло. 	 ;ты что;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Сергей отворачивается от Люськи спиной, трет ладонями лицо. 	 ;так;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Верь мне. 	 Что? 	 Верь мне. Ты не имеешь права не верить мне. 	 ;что это значит;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Что? 	 Ты должен поверить мне. 	 ;хватит;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Слышишь?  	 Люся, ;что за;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Я все понимаю, Люся, я не хотел тебя обидеть…  	 Если ты не хочешь верить мне… 	 Я верю. 	 Не перебивай. 	 ;извини;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Сережа, Господи, что за ревность, брось. Это глупо. Ты глуп. 	 Люся, ;успокойся;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Но и мне тяжело. Я разрываюсь на вас обоих. То в чем погрязла я, только моя проблема, но я прошу тебя помочь мне…  	 ;как;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Прости, если я делаю тебе больно… Я знаю, что тебе больно, но ничего не могу поделать с этим. 	 Люся, давай обратимся… 	 ;какая глупость;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;мы не решим. 	 Я сказала тебе как ее решить. 	 Это не выход. 	 Это единственный выход… ;нет;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Это не выход. 	 Это единственный выход… Нет? Если ты не веришь я замолчу навсегда. 	 ;так нельзя;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Так нельзя. Мы должны вместе все решить. 	 ;все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да что за детский сад! Почему я должен это терпеть?.. ;да;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Пойми, это единственный выход. Ты можешь мне все рассказать. Я никогда не упрекну тебя… Люська молчит. 	 ;так;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Я никогда не упрекну тебя… Люська молчит. 	 Так, давай без этого, ;ладно;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Я сказал - выключи! Люська доводит громкость до максимума. Из соседней комнаты выглядывает испуганная Ольга Борисовна. Люська встает и уходит. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Иди…  Сергей садится. 	 ;плевать;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Олька, держи язык.  	Б. А ты не пугай, мы пуганые. ;тоже мне;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Ольга Борисовна ходит по комнате пытаясь найти себе какое-нибудь занятие. 	Б. В больницу б… 	Ф. ;все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Тишина. 	Б. Я вот чего сказать хочу… 	Ф. ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;И не знаю… 	Ф. ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да ты не поняла. Дух его. 	Ф. Какой дух, ;господь с тобой;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Пусть лучше живой, где-то по земле шатается, чем мертвым сном лежит.  	Б. Ты меня дослушай. 	Ф. ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;оно помогает, всегда помогает. 	Б. Не хожу я туда. 	Ф. ;чего;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Про Колю подумай. Лишним не будет. Там ничего лишнего нет. 	Б. ;хорошо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;сходим…  	Ф. ;и хорошо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Магазинное, еще не открывала даже. 	Ф. А ты попостись до завтра, попостись. 	Б. ;а;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Ф. А ты попостись до завтра, попостись. 	Б. А, ;ну;;;;
